question_id,project_id,audit_domain,cognitive_level,reasoning_type,primary_functional_capability,secondary_capabilities,knowledge_dependency,workflow_dependency,evidence_span,template_default_used,override_reason,classification_status,taxonomy_version,source_category,source_manual_check,source_manual_judgement,source_needs_human_review,taxonomy_review_required,taxonomy_review_reason
PL023_EnvQuality_Q01,PL023,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,不正确,是,True,源工作簿标记需人工复核
PL023_Emission_水污,PL023,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,无误,否,False,
PL023_Emission_大气,PL023,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL023_Emission_噪声,PL023,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL023_Emission_固体,PL023,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL025_V01_Q01,PL025,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL025_V01_Q03,PL025,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL025_EnvQuality_Q01,PL025,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,不正确,是,True,源工作簿标记需人工复核
PL025_Emission_水污,PL025,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL025_Emission_大气,PL025,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL025_Emission_噪声,PL025,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL025_Emission_固体,PL025,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL026_V01_Q01,PL026,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL026_V01_Q03,PL026,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL026_EnvQuality_Q01,PL026,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,需修正,是,True,源工作簿标记需人工复核
PL026_Emission_水污,PL026,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,无误,否,False,
PL026_Emission_大气,PL026,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,无误,否,False,
PL026_Emission_噪声,PL026,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL026_Emission_固体,PL026,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL027_V01_Q01,PL027,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL027_V01_Q03,PL027,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,正确,否,False,
PL027_EnvQuality_Q01,PL027,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,正确,是,True,源工作簿标记需人工复核
PL027_Emission_水污,PL027,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL027_Emission_大气,PL027,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL027_Emission_噪声,PL027,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL027_Emission_固体,PL027,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL028_V01_Q01,PL028,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL028_V01_Q03,PL028,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL028_EnvQuality_Q01,PL028,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,正确,是,True,源工作簿标记需人工复核
PL028_Emission_水污,PL028,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,无误,否,False,
PL028_Emission_大气,PL028,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,无误,否,False,
PL028_Emission_噪声,PL028,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,无误,否,False,
PL028_Emission_固体,PL028,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL029_V01_Q01,PL029,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL029_V01_Q03,PL029,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL029_EnvQuality_Q01,PL029,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,正确,是,True,源工作簿标记需人工复核
PL029_Emission_水污,PL029,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,无误,否,False,
PL029_Emission_大气,PL029,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,无误,否,False,
PL029_Emission_噪声,PL029,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,无误,否,False,
PL029_Emission_固体,PL029,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL030_V01_Q01,PL030,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL030_V01_Q03,PL030,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,正确,否,False,
PL030_EnvQuality_Q01,PL030,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,正确,是,True,源工作簿标记需人工复核
PL030_Emission_水污,PL030,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL030_Emission_大气,PL030,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL030_Emission_噪声,PL030,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL030_Emission_固体,PL030,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL031_V01_Q01,PL031,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL031_V01_Q03,PL031,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,正确,否,False,
PL031_EnvQuality_Q01,PL031,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,正确,是,True,源工作簿标记需人工复核
PL031_Emission_水污,PL031,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL031_Emission_大气,PL031,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL031_Emission_噪声,PL031,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL031_Emission_固体,PL031,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL032_V01_Q01,PL032,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL032_V01_Q03,PL032,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL032_EnvQuality_Q01,PL032,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,无法判断,是,True,源工作簿标记需人工复核
PL032_Emission_水污,PL032,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL032_Emission_大气,PL032,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL032_Emission_噪声,PL032,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,存在缺漏,是,True,源工作簿标记需人工复核
PL032_Emission_固体,PL032,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL033_V01_Q01,PL033,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL033_V01_Q03,PL033,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL033_EnvQuality_Q01,PL033,environmental_quality_data,L3_analysis,consistency_comparison,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,report_plus_external,True,,auto_default,v1,环境质量数据引用,False,正确,是,True,源工作簿标记需人工复核
PL033_Emission_水污,PL033,water_emission_standard,L3_analysis,rule_applicability,basis_grounding,"[""report_grounding"", ""procedural_reasoning""]",high,high,report_plus_external,True,,auto_default,v1,水污染物排放标准,False,无法判断,是,True,源工作簿标记需人工复核
PL033_Emission_大气,PL033,air_emission_standard,L3_analysis,multi_evidence_synthesis,basis_grounding,"[""report_grounding"", ""evidence_integration""]",high,high,report_plus_external,True,,auto_default,v1,大气污染物排放标准,False,无法判断,是,True,源工作簿标记需人工复核
PL033_Emission_噪声,PL033,noise_emission_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,噪声排放标准,False,无法判断,是,True,源工作簿标记需人工复核
PL033_Emission_固体,PL033,solid_waste_standard,L2_application,rule_applicability,basis_grounding,"[""report_grounding""]",high,medium,report_plus_external,True,,auto_default,v1,固体废物控制标准,False,无误,否,False,
PL034_V01_Q01,PL034,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL034_V01_Q03,PL034,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL035_V01_Q01,PL035,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL035_V01_Q03,PL035,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL036_V01_Q01,PL036,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL036_V01_Q03,PL036,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL037_V01_Q01,PL037,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL037_V01_Q03,PL037,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL038_V01_Q01,PL038,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL038_V01_Q03,PL038,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,正确,否,False,
PL039_V01_Q01,PL039,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL039_V01_Q03,PL039,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL040_V01_Q01,PL040,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL040_V01_Q03,PL040,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL041_V01_Q01,PL041,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL041_V01_Q03,PL041,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL042_V01_Q01,PL042,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL042_V01_Q03,PL042,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,正确,否,False,
PL043_V01_Q01,PL043,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL043_V01_Q03,PL043,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
PL044_V01_Q01,PL044,industry_classification,L3_analysis,multi_evidence_synthesis,evidence_integration,"[""report_grounding"", ""basis_grounding""]",high,high,cross_section,True,,auto_default,v1,国民经济行业分类,True,,是,True,人工判断为空；源工作簿标记需人工复核
PL044_V01_Q03,PL044,environmental_investment,L2_application,quantitative_verification,numerical_accuracy,"[""report_grounding"", ""procedural_reasoning""]",low,medium,cross_section,True,,auto_default,v1,环评投资概算,False,需复核,是,True,源工作簿标记需人工复核
