question_id,project_name,version_round,audit_module,suggested_skill,selection_score,question,answer,evidence,source_basis,verifiability_check,人工备注,gold_status,人工复核结论,报告页码,标准条款,专家意见原文位置,终稿是否修改闭环,批复是否体现,人工参考答案,评分备注
SC_ZXYP_002,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：补充吹膜机、印刷机的主要生产参数：印刷速度、生产速度等,参考答案（专家意见来源）：专家/评估意见指出需“补充吹膜机、印刷机的主要生产参数：印刷速度、生产速度等”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：补充吹膜机、印刷机的主要生产参数：印刷速度、生产速度等；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZXYP_003,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：根据这个标准，油性油墨不属于低VOCs油墨,参考答案（专家意见来源）：专家/评估意见指出需“根据这个标准，油性油墨不属于低VOCs油墨”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：根据这个标准，油性油墨不属于低VOCs油墨；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZXYP_005,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：其他同类项目的印刷速度为 150m/min左右。建议补充印刷速度合理 性分析,参考答案（专家意见来源）：专家/评估意见指出需“其他同类项目的印刷速度为 150m/min左右。建议补充印刷速度合理 性分析”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：其他同类项目的印刷速度为 150m/min左右。建议补充印刷速度合理 性分析；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZXYP_006,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,源强核算与预测参数审核,09_源强定量核算审核,123,请结合样本链材料，核查该项目在“源强核算与预测参数审核”方面是否已回应专家意见：建议引用报告书中的分析过程论证处理效率的合理性，或者补充实 测数据,参考答案（专家意见来源）：专家/评估意见指出需“建议引用报告书中的分析过程论证处理效率的合理性，或者补充实 测数据”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：建议引用报告书中的分析过程论证处理效率的合理性，或者补充实 测数据；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZXYP_007,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,环境风险与新污染物审核,99_总审核汇总,123,请结合样本链材料，核查该项目在“环境风险与新污染物审核”方面是否已回应专家意见：核实园区有没有设事故应急池，最好依托园区的风险防范措施,参考答案（专家意见来源）：专家/评估意见指出需“核实园区有没有设事故应急池，最好依托园区的风险防范措施”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：核实园区有没有设事故应急池，最好依托园区的风险防范措施；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_ZXYP_008,佛山志兴盈包装有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,15_VOCs总量控制审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：完善环境保护措施监督检查清单，补充非甲烷总烃和苯系物,参考答案（专家意见来源）：专家/评估意见指出需“完善环境保护措施监督检查清单，补充非甲烷总烃和苯系物”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2923_佛山志兴盈包装有限公司新建项目\佛山志兴盈包装有限公司新建项目专家评审材料\环境影响评价评审评分表（佛山志兴盈包装有限公司新建项目）.pdf：完善环境保护措施监督检查清单，补充非甲烷总烃和苯系物；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_001,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,行业准入与规划相符性审核,03_三线一单符合性审核,123,请结合样本链材料，核查该项目在“行业准入与规划相符性审核”方面是否已回应专家意见：补充分析项目选址与《广东省人民政府办公厅关于印发广东省“节地提质”攻坚行动方案（2023-2025年）的通知》（粤办函〔2023〕57号）中“一律安排进入开发区（产业园区）生产建设”要求相符性，明确所在领潮制造园是否列入文件要求的开发区（产业园区）范围。 按最新发布的佛山市生态环境局关于印发《佛山市“三线一单’生态环境分区管控方案(2024年版)的通知（佛环〔2024〕20 号）重新完善分区管控相符性分析内容，P2,参考答案（专家意见来源）：专家/评估意见指出需“补充分析项目选址与《广东省人民政府办公厅关于印发广东省“节地提质”攻坚行动方案（2023-2025年）的通知》（粤办函〔2023〕57号）中“一律安排进入开发区（产业园区）生产建设”要求相符性，明确所在领潮制造园是否列入文件要求的开发区（产业园区）范围。 按最新发布的佛山市生态环境局关于印发《佛山市“三线一单’生态环境分区管控方案(2024年版)的通知（佛环〔2024〕20 号）重新完善分区管控相符性分析内容，P2”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：补充分析项目选址与《广东省人民政府办公厅关于印发广东省“节地提质”攻坚行动方案（2023-2025年）的通知》（粤办函〔2023〕57号）中“一律安排进入开发区（产业园区）生产建设”要求相符性，明确所在领潮制造园是否列入文件要求的开发区（产业园区）范围。 按最新发布的佛山市生态环境局关于印发《佛山市“三线一单’生态环境分区管控方案(2024年版)的通知（佛环〔2024〕20 号）重新完善分区管控相符性分析内容，P2；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_002,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：PE塑料粒吹瓶工序核实是否先进行瓶胚制作，再进行吹瓶生产（涉及两次熔融工序），P19。明确厂内是否配套对模具进行维修。总印刷面积45850m2计算有误，明确固化机的加热方式，P11,参考答案（专家意见来源）：专家/评估意见指出需“PE塑料粒吹瓶工序核实是否先进行瓶胚制作，再进行吹瓶生产（涉及两次熔融工序），P19。明确厂内是否配套对模具进行维修。总印刷面积45850m2计算有误，明确固化机的加热方式，P11”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：PE塑料粒吹瓶工序核实是否先进行瓶胚制作，再进行吹瓶生产（涉及两次熔融工序），P19。明确厂内是否配套对模具进行维修。总印刷面积45850m2计算有误，明确固化机的加热方式，P11；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_003,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,15_VOCs总量控制审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：排气筒44米，在DB44/ 27—2001所列高度范围内，但采用外推法计算二氧化硫、氮氧化物排放速度有误，P25、P26,参考答案（专家意见来源）：专家/评估意见指出需“排气筒44米，在DB44/ 27—2001所列高度范围内，但采用外推法计算二氧化硫、氮氧化物排放速度有误，P25、P26”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：排气筒44米，在DB44/ 27—2001所列高度范围内，但采用外推法计算二氧化硫、氮氧化物排放速度有误，P25、P26；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_004,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,建设内容与生产设施参数审核,04_建设内容完整性审核,123,请结合样本链材料，核查该项目在“建设内容与生产设施参数审核”方面是否已回应专家意见：使用国家环保局推荐AERSCREEN估算模型计算厂界浓度，判断厂界浓度低于《合成树脂工业污染物排放标准》（GB31572-2015） 等标准容易引起歧义且结论不科学，因为AERSCREEN计算只是无组织排放单源排放的预测结果，未叠加考虑有组织排放对厂界浓度的贡献，建议删除相关结论。备注“表4-7 项目注塑、吹瓶非甲烷总烃产生量核算表”等厂界浓度计算结果的确定依据。P33~35,参考答案（专家意见来源）：专家/评估意见指出需“使用国家环保局推荐AERSCREEN估算模型计算厂界浓度，判断厂界浓度低于《合成树脂工业污染物排放标准》（GB31572-2015） 等标准容易引起歧义且结论不科学，因为AERSCREEN计算只是无组织排放单源排放的预测结果，未叠加考虑有组织排放对厂界浓度的贡献，建议删除相关结论。备注“表4-7 项目注塑、吹瓶非甲烷总烃产生量核算表”等厂界浓度计算结果的确定依据。P33~35”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：使用国家环保局推荐AERSCREEN估算模型计算厂界浓度，判断厂界浓度低于《合成树脂工业污染物排放标准》（GB31572-2015） 等标准容易引起歧义且结论不科学，因为AERSCREEN计算只是无组织排放单源排放的预测结果，未叠加考虑有组织排放对厂界浓度的贡献，建议删除相关结论。备注“表4-7 项目注塑、吹瓶非甲烷总烃产生量核算表”等厂界浓度计算结果的确定依据。P33~35；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_005,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,15_VOCs总量控制审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：为计算过火工序熔融的塑料量，按油墨印刷的厚度计算不合理，P33。出现过火面积等于整个印刷面的面积，但与后续论证内容过火面积确定为73500m2/a前后矛盾，P33,参考答案（专家意见来源）：专家/评估意见指出需“为计算过火工序熔融的塑料量，按油墨印刷的厚度计算不合理，P33。出现过火面积等于整个印刷面的面积，但与后续论证内容过火面积确定为73500m2/a前后矛盾，P33”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：为计算过火工序熔融的塑料量，按油墨印刷的厚度计算不合理，P33。出现过火面积等于整个印刷面的面积，但与后续论证内容过火面积确定为73500m2/a前后矛盾，P33；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_006,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,10_废气收集形式审核 / 11_废气设计风量审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：采用的Q=(W+B)Hvx公式实质为两面围挡情形风量计算公式，与实际四面围挡情况不一形，P30,参考答案（专家意见来源）：专家/评估意见指出需“采用的Q=(W+B)Hvx公式实质为两面围挡情形风量计算公式，与实际四面围挡情况不一形，P30”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：采用的Q=(W+B)Hvx公式实质为两面围挡情形风量计算公式，与实际四面围挡情况不一形，P30；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_007,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,15_VOCs总量控制审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：补充非正常工况下废气排放情况分析，按HJ2.2非正常工况包括污染物排放控制措施达不到应有效率等情况下的排放。P36,参考答案（专家意见来源）：专家/评估意见指出需“补充非正常工况下废气排放情况分析，按HJ2.2非正常工况包括污染物排放控制措施达不到应有效率等情况下的排放。P36”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：补充非正常工况下废气排放情况分析，按HJ2.2非正常工况包括污染物排放控制措施达不到应有效率等情况下的排放。P36；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_CXSL_008,佛山辰僖塑料有限公司新建项目,sample_chain_expert_issue_v1,污染物排放标准适用性审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“污染物排放标准适用性审核”方面是否已回应专家意见：按《环境影响评价技术导则—声环境》（HJ2.4-2021）要求完善工业企业噪声源强调查清（室外、室内声源），P43; 核实叠加计算结果。若考虑2台空压机等主要声源，厂内噪声源强75.88dB(A)有误，实际应超过78dB(A)，判断厂界的预测结果有误，P44,参考答案（专家意见来源）：专家/评估意见指出需“按《环境影响评价技术导则—声环境》（HJ2.4-2021）要求完善工业企业噪声源强调查清（室外、室内声源），P43; 核实叠加计算结果。若考虑2台空压机等主要声源，厂内噪声源强75.88dB(A)有误，实际应超过78dB(A)，判断厂界的预测结果有误，P44”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2926_佛山辰僖塑料有限公司新建项目\03_修改意见或评估意见_l5GdNJPYlyU59IcOVjvA.docx：按《环境影响评价技术导则—声环境》（HJ2.4-2021）要求完善工业企业噪声源强调查清（室外、室内声源），P43; 核实叠加计算结果。若考虑2台空压机等主要声源，厂内噪声源强75.88dB(A)有误，实际应超过78dB(A)，判断厂界的预测结果有误，P44；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_HMHX_003,和默化学（佛山）有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：核实废气排放标准，不应该执行特别排放限值,参考答案（专家意见来源）：专家/评估意见指出需“核实废气排放标准，不应该执行特别排放限值”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2922_和默化学（佛山）有限公司新建项目\和默化学（佛山）有限公司新建项目专家评审材料\环境影响评价评审评分表（和默化学（佛山）有限公司新建项目）.pdf：核实废气排放标准，不应该执行特别排放限值；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_HMHX_004,和默化学（佛山）有限公司新建项目,sample_chain_expert_issue_v1,行业准入与规划相符性审核,03_三线一单符合性审核,123,请结合样本链材料，核查该项目在“行业准入与规划相符性审核”方面是否已回应专家意见：产污系数与切割、CNC机加工工序的相关性不强，如果找不到合 适的产污系数，一定要用这个行业的产污系数也要详细说明原因,参考答案（专家意见来源）：专家/评估意见指出需“产污系数与切割、CNC机加工工序的相关性不强，如果找不到合 适的产污系数，一定要用这个行业的产污系数也要详细说明原因”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2922_和默化学（佛山）有限公司新建项目\和默化学（佛山）有限公司新建项目专家评审材料\环境影响评价评审评分表（和默化学（佛山）有限公司新建项目）.pdf：产污系数与切割、CNC机加工工序的相关性不强，如果找不到合 适的产污系数，一定要用这个行业的产污系数也要详细说明原因；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_HMHX_006,和默化学（佛山）有限公司新建项目,sample_chain_expert_issue_v1,废水处理与委外处置审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“废水处理与委外处置审核”方面是否已回应专家意见：4+2 项目，要求喷淋废水每个月更换 2 次,参考答案（专家意见来源）：专家/评估意见指出需“4+2 项目，要求喷淋废水每个月更换 2 次”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2922_和默化学（佛山）有限公司新建项目\和默化学（佛山）有限公司新建项目专家评审材料\环境影响评价评审评分表（和默化学（佛山）有限公司新建项目）.pdf：4+2 项目，要求喷淋废水每个月更换 2 次；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_PC_001,鹏彩科技（佛山市）有限公司新建项目,sample_chain_expert_issue_v1,行业准入与规划相符性审核,03_三线一单符合性审核,123,请结合样本链材料，核查该项目在“行业准入与规划相符性审核”方面是否已回应专家意见：审查意见相符性分析中，“本项目不涉及《市场准入负面清单（2025年版）》 中的禁止类事项”建议改为“本项目不涉及《市场准入负面清单（2025年版）》中的禁止类和许可类事项”。,参考答案（专家意见来源）：专家/评估意见指出需“审查意见相符性分析中，“本项目不涉及《市场准入负面清单（2025年版）》 中的禁止类事项”建议改为“本项目不涉及《市场准入负面清单（2025年版）》中的禁止类和许可类事项”。”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。 修改说明记录：已更正，更改为“本项目不涉及《市场准入负面清单（2025年版）》中的禁止类和许可类事项”。；修改位置：请见P2，表1-1项目与顺德科技工业园A区审查意见相符性分析。,03_修改意见或评估意见/C2929_鹏彩科技（佛山市）有限公司新建项目\20251105发给大良文件汇总（鹏彩）\修改说明（鹏彩）.docx：审查意见相符性分析中，“本项目不涉及《市场准入负面清单（2025年版）》 中的禁止类事项”建议改为“本项目不涉及《市场准入负面清单（2025年版）》中的禁止类和许可类事项”。；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。 修改说明：已更正，更改为“本项目不涉及《市场准入负面清单（2025年版）》中的禁止类和许可类事项”。；修改位置：请见P2，表1-1项目与顺德科技工业园A区审查意见相符性分析。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_PC_002,鹏彩科技（佛山市）有限公司新建项目,sample_chain_expert_issue_v1,VOCs与废气治理审核,10_废气收集形式审核 / 11_废气设计风量审核,123,请结合样本链材料，核查该项目在“VOCs与废气治理审核”方面是否已回应专家意见：①建议细化描述半密闭型集气罩收集有机废气的收集方式，即是什么样的半密闭型集气罩,参考答案（专家意见来源）：专家/评估意见指出需“①建议细化描述半密闭型集气罩收集有机废气的收集方式，即是什么样的半密闭型集气罩”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。,03_修改意见或评估意见/C2929_鹏彩科技（佛山市）有限公司新建项目\20251105发给大良文件汇总（鹏彩）\修改说明（鹏彩）.docx：①建议细化描述半密闭型集气罩收集有机废气的收集方式，即是什么样的半密闭型集气罩；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
SC_PC_004,鹏彩科技（佛山市）有限公司新建项目,sample_chain_expert_issue_v1,污染物排放标准适用性审核,07_污染物排放标准审核,123,请结合样本链材料，核查该项目在“污染物排放标准适用性审核”方面是否已回应专家意见：③根据前面修改，完善大气污染物排放标准。,参考答案（专家意见来源）：专家/评估意见指出需“③根据前面修改，完善大气污染物排放标准。”。审核时应核查报告正文是否已补充、修正或说明该问题，并进一步绑定具体标准条款、报告页码和修改闭环。 修改说明记录：①已细化半密闭型集气罩的描述。；修改位置：请见P55。,03_修改意见或评估意见/C2929_鹏彩科技（佛山市）有限公司新建项目\20251105发给大良文件汇总（鹏彩）\修改说明（鹏彩）.docx：③根据前面修改，完善大气污染物排放标准。；建议同步核查01受理公告或公示版、02报批稿或终稿、04批复。 修改说明：①已细化半密闭型集气罩的描述。；修改位置：请见P55。,样本链03修改意见/评估意见；样本链01公示版、02报批稿或终稿、04批复；具体标准条款待后续绑定,可通过03专家意见或修改说明核验；报告正文页码、标准条款和终稿修改闭环仍需人工补充,已有专家/评估意见来源；尚未完成报告页码定位、标准条款绑定和终稿修改闭环核查,gold_candidate,,,,,,,,
